Region,Min Temperature (°C),Max Temperature (°C),Min Rainfall (mm),Max Rainfall (mm),Suitable Plants,Fertilizer_Usage,Pest_Incidence,Labor_Availability,Market_Access,Latitude,Longitude,Crop Yield (tons/ha),Humidity (%),Soil pH
NR III,14.743334631881979,28.283651245486773,569.2914832137252,750.9611140308127,"Maize, Cotton, Groundnuts, Sunflowers",32.622326841098065,31.607466544515287,11.822159504210973,46.04607067725151,-19.056965128563345,29.58551656824059,2.996917708631731,68.67499319047215,5.650819850214538
NR IV,28.573090880217848,32.55936182303033,448.37758667898004,177.6196739722797,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",34.861238434305356,38.68516344269598,14.411833565848681,34.18784445170797,-20.217246596019287,29.078758144496156,2.9605937036612024,54.60244898092925,4.90044505778469
NR I,12.41090417769735,16.640276354197255,943.801830326386,2202.058299207875,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",6.858168689327085,15.717986295570581,47.23841341503516,51.054994119755925,-19.770435141073857,30.84783457245429,7.881887586248481,69.60974844992757,6.4947262314261724
NR II,17.82347641454596,20.842230538582754,759.9509789146534,987.0913122523604,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",11.685549134230746,9.281835309286116,35.31522904334101,40.670160638914695,-18.635768098832845,27.092210132920226,3.3464234578179566,76.44844092663733,5.886683931487324
NR V,31.68030116272931,41.51731497636584,340.59912325843135,501.8457583060418,"Cattle, Game-ranching",53.71802460377614,44.23836716833245,1.2474957517543643,4.479170828350373,-21.124145857479817,28.912701488562607,-0.008257795743260132,51.17066633294024,4.675829664538295
NR II,9.308910794262054,24.880702226735618,690.9635050421989,987.7575555861732,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",20.82803085000417,-10.57661745847792,26.69058264507068,39.89333421707859,-18.26493071489257,27.494815812618235,6.222604163463937,72.72348261724211,5.741477464712721
NR V,29.4160110372655,37.445971697273976,274.7095820033691,374.62079428753475,"Cattle, Game-ranching",52.66049730295967,32.463133137672585,6.2570162721652665,11.479734776606884,-20.80262520599307,28.83422581343669,1.2569022680485573,61.567209830888736,5.113747687986971
NR III,20.50136322560891,26.347920821718695,516.4382498616507,589.0570526224584,"Maize, Cotton, Groundnuts, Sunflowers",22.59917152735553,21.34112049433454,32.92523150244381,36.077498874217014,-18.855042430124993,29.281747837029602,4.347663898291462,59.49477338019685,5.528996250700038
NR IV,31.512200579234566,35.85273364603243,513.1937758477443,636.3911455578063,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",42.15886205968452,30.55824890820511,6.02773651236803,27.096145851800475,-20.277280033797297,28.78536707373276,1.5169225919922562,62.06020791536681,4.980706737078988
NR I,10.518641782122646,20.724061045328206,1127.2547424339075,1875.9095169984632,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",10.59971267393537,0.5842028004786206,46.45398469939838,38.43262286824347,-20.11828480042233,30.986182692070532,7.053379428168943,78.18350557994891,6.943078071622962
NR II,13.278777568837096,18.7787569982006,703.691859426972,1059.782402674651,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",19.763591659239847,18.06560082572788,27.86154407133217,55.186264782563924,-18.512484305816464,27.32207133239952,3.680954839858675,68.3397169365913,5.412755841925615
NR I,8.901886694836918,15.178942103459558,984.5770412966642,1863.473741114548,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",1.2572836108910987,2.4244922735686734,46.92704697598179,42.592404856155234,-19.678310662753184,30.592055677938248,7.992250793940756,73.18254380811868,7.384468133017918
NR III,26.86535965682797,30.84848119186587,778.5369741462957,724.9319440749832,"Maize, Cotton, Groundnuts, Sunflowers",27.4459768719004,30.186332137603834,32.91264266813841,17.482761051239528,-19.141638694458273,29.367560252126935,2.799012755424374,67.68726640726571,5.549547827104111
NR V,31.657010283677756,40.20226296168753,326.57402181149416,399.6355854126457,"Cattle, Game-ranching",45.88596667076784,38.54141742486686,7.4726108276548775,-13.113880681772464,-20.63780715221188,28.79365482241471,1.3022082860633204,60.02038454245663,4.319097776031083
NR IV,26.322855278865134,37.17007985352481,504.9697826354389,923.9107388012003,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",40.4267207158875,35.95176151845936,27.882903725893563,18.32938993239824,-20.105656931941045,28.841297845416655,2.048242279724715,70.33621010238359,5.307590598617294
NR I,7.711528001761953,18.821688306111675,1135.6312305626957,2152.641635134291,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",7.906310532773617,-1.0339046928570719,41.14010369832019,46.702459763114405,-20.251277228063127,30.64159407178956,8.648794019428095,76.69808724517577,5.927941902275868
NR IV,26.319889211212697,34.105383923658934,479.6069429353771,688.8706179759301,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",33.999418304042976,29.96314159938428,25.70563509325525,34.62588447988577,-20.065848998418712,28.373255506987054,1.7758930344300419,71.92953208477334,4.817215712637695
NR V,33.99706782871287,37.43694126778853,215.34141210646726,763.9044550432922,"Cattle, Game-ranching",48.90625731525802,39.421352270250644,28.27894729793008,3.428965865182101,-20.811086603702755,29.074623078783997,1.2247010156810314,48.52309390944107,3.657021086452306
NR II,12.690474338032237,23.121865577634953,768.5402864930137,1185.0653704304736,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",14.658974336218954,30.119483793330698,54.789620565818595,30.789805285109345,-18.466390580780434,27.1246452217427,5.06621847031249,66.33318383127684,5.776537723064671
NR III,17.08038876313826,29.48655834809286,482.24833325783925,814.5986493708267,"Maize, Cotton, Groundnuts, Sunflowers",32.82484347337897,28.125183471073534,35.95297212199124,44.630483364331695,-18.88633304275908,29.23356845040174,6.227987890306209,74.26622868250752,5.229666550131452
NR II,14.218803619304206,20.406780270165733,654.538840651209,1223.7922637849442,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",16.999731190759487,7.087040456009631,40.040062780499206,40.027759034181734,-18.47416943258155,27.28887137651658,4.698339523639862,67.98436544638395,5.89424865229679
NR I,7.714887477059994,24.404061740716784,1063.5829535896596,2236.5513247499634,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",12.48181287549435,5.67769506910545,73.99480748105758,53.39708922528165,-20.27268683705847,31.087196909694686,8.277868719932062,70.60627268764242,6.245946185848775
NR IV,23.273392247736354,32.89287432467294,345.48918230922766,395.5987555175303,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",34.006816485639874,31.085159542856413,29.130598062318526,28.517720206510162,-20.337320025884004,28.848692582946224,3.4466412893278218,69.09267037336247,5.219396181527772
NR III,23.001769118341667,29.077227530173634,497.7032899476426,679.6229682262751,"Maize, Cotton, Groundnuts, Sunflowers",28.004655374715647,36.00576694559017,46.23335189803382,17.039067004086853,-19.079894856709462,29.126117988904195,4.423860329710365,62.29849832248604,5.726616812555235
NR V,27.416907791714205,38.66159992763303,292.94370563598477,474.805317967072,"Cattle, Game-ranching",50.80593719554345,58.42861673472386,24.360377591784555,8.423170808741148,-20.933808513654135,29.030509020369617,-0.7893681467945481,45.484692218054334,4.073621565170637
NR V,36.918732811846844,40.932614543035676,267.9866239617424,669.855329570167,"Cattle, Game-ranching",54.11622172711716,30.744632965828774,19.79601665842057,4.290213435254935,-20.739844457847987,28.979746864582815,1.0366996417705625,48.995751872547686,4.269831178752831
NR III,19.512486928107116,35.45695757217665,504.7036643115374,673.9229900993507,"Maize, Cotton, Groundnuts, Sunflowers",31.568858263928103,20.815737116861666,43.18481331666035,28.07265816960367,-19.107266209247115,29.48684800119539,4.305071375978376,75.37921613874082,5.659244728774213
NR I,8.281471917756694,20.982920048123447,1024.4261404489948,1809.8109932605819,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",4.71858742079625,9.265618492659168,57.39857331924307,47.95583849590696,-20.142083269200043,30.981964991592953,6.651342692858798,74.20079603990672,6.623358708359166
NR II,17.119337056637246,24.454886271434038,732.544776135525,1117.3481988545593,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",14.95192157419866,-6.043205174686204,56.17732815169832,46.07416617856271,-18.89057160083559,27.187007318311153,7.244853886710561,68.35762708029651,6.322240483204649
NR IV,26.46997170606451,32.90615922537683,481.0326725293167,407.45526223501014,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",36.30743391871146,24.754618804798916,23.87277397834326,7.584613069548663,-20.1391037785052,28.85976656200404,0.8278139157996058,58.61171790817514,5.278330539138791
NR III,17.621506047209788,35.6060303886901,346.3882555460673,567.7698208207569,"Maize, Cotton, Groundnuts, Sunflowers",29.639304672119014,16.243069001899435,46.439455021837816,39.11648029273397,-19.244714070882225,29.39779236368422,4.438454119374676,65.96885089767896,5.679023875672843
NR I,12.031766861780628,18.70732540335081,988.1216260290515,2166.537250633992,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",5.484804050050183,-5.850116701176626,45.04975225589831,49.62958923842526,-20.231918706318805,30.716364339168283,7.313408910817045,79.93609896387973,6.542428175668855
NR V,29.662902603810767,36.93013798084735,346.8493013678131,478.1500717647608,"Cattle, Game-ranching",50.71737135561179,37.92343203453036,-9.549371958845935,25.313360925626633,-20.83531946309689,28.857286603762383,2.6988004246402317,58.43069085670664,4.485206553720311
NR IV,22.566181709910666,35.200794550387,457.44631648177295,547.2867606474497,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",43.93639534881148,35.888070804084705,6.4254731168219354,29.066260751562297,-20.21352763489613,28.618157219134236,3.2609858770249387,63.49798245148088,4.9618020654322335
NR II,10.074685409000903,27.70444212925299,689.5117159442939,874.2196729054231,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",14.081913746340597,8.696862596234286,49.167009946094886,36.5687780691959,-18.321959539600105,27.068019629890316,3.9842387752271,64.54700559342878,5.677809956182709
NR V,35.11312196678077,45.35650650320072,328.17009585778646,972.9387210947283,"Cattle, Game-ranching",57.090038647016804,48.04450399637456,8.421438963334442,-0.6769188535917969,-21.070015489823867,29.197279448686672,2.913753688154171,43.85046402905324,4.247844794550398
NR II,12.151534625522872,26.66873402865232,776.3478756122654,843.7933843639088,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",29.02043527035628,2.1122973381400367,40.5103498318719,52.13095028228156,-18.346062666088855,27.30581047098583,7.650948024725149,75.71777916536706,5.933855348546013
NR III,20.0817231834031,31.522009924442308,395.7817610239896,892.267175263687,"Maize, Cotton, Groundnuts, Sunflowers",18.93867797804639,10.190938973470388,18.473689830492845,31.42956617704035,-19.073820610006102,29.35809830843706,2.125705995038834,59.071842349307566,5.150047444839673
NR IV,21.318444755846784,36.78361127848983,597.7904347536679,757.290524336171,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",35.2302344916377,25.979720556427303,14.224368342216591,25.718093962159415,-19.78205923866593,28.448656920571963,1.1867066169144274,58.28892378283528,5.380691516049403
NR I,6.6539337902395275,19.073052212794117,1195.0850386311918,2067.409394998208,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",16.242342794861084,5.686105056864468,73.26532964886968,54.98380076783256,-19.936911874888025,30.979464527599937,8.088932992981112,79.23976086303571,6.418693095481132
NR III,16.498493861384873,31.39572148117879,597.0280644919038,582.7938074917457,"Maize, Cotton, Groundnuts, Sunflowers",34.847975094892945,25.03275559484014,17.454192729056977,24.813630758083967,-19.190742993862717,29.277199433437307,3.8817878798637384,73.86613767995918,5.076450263995172
NR V,32.18500533324217,40.30672742194324,297.7618384483826,495.6542618294758,"Cattle, Game-ranching",48.98838592350305,62.45026570931455,2.4652374961152113,1.6126661346615734,-20.819582443461552,28.93956519534077,2.132031832398255,53.48182281895001,4.675913682554162
NR IV,24.15665848069584,35.592300006670456,388.273862531287,675.7552448319425,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",37.401676870557615,39.9714467695089,10.96257811185886,16.60575280178513,-20.155477511359503,28.874176270877726,3.4501315498679808,63.08575700299482,5.293910001263245
NR I,9.906004747101735,18.155819226164173,946.3081705172833,1773.5893562595588,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",2.827860578675484,10.423500551982753,52.00582520779041,47.83425314842115,-20.484612809339083,30.794064425000467,7.85711518693913,78.40816476379494,6.705121940679865
NR II,13.634569374346146,20.18021961554986,672.0008673838878,728.7795780453636,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",11.749707713600039,24.158361202432367,32.79603240896906,38.42156331728922,-18.82357762309204,27.380612842390658,5.903835181299385,66.27938711485427,5.445122704888336
NR III,19.643971813767063,28.746035758897264,272.89050150466386,820.8158648215448,"Maize, Cotton, Groundnuts, Sunflowers",33.04774351345133,10.151370822452918,29.328049963819783,31.820921259360997,-18.94651718442989,29.143631119951973,2.8370091277246443,66.11551330810535,5.411503087473775
NR II,11.25015908720864,27.045861423648333,718.7364000014921,1227.2140064555515,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",18.620120985571514,8.15107016445359,48.3521696332905,59.30662804613678,-18.318200669135265,26.949617849025017,7.504138824794153,71.38112670615739,5.503833181280545
NR I,18.53629534706546,19.53246075882022,978.0449133951124,2031.5654110693094,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",-2.469203483787691,-11.8169416292833,47.18120452426481,42.54666858356994,-20.217746838993953,30.718361270814373,8.009049556571016,73.89673195068885,6.935906455871197
NR IV,26.53264205152563,32.17139446503167,382.5339948262496,635.8735374032422,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",43.93618269073098,19.52239265177062,13.221236670117824,15.143356833348149,-20.051386018955174,28.469410042026034,1.6923454764314267,68.45836096708956,5.2844042425472
NR V,34.43209667065213,38.1336093060223,227.38847353372392,663.5324491337949,"Cattle, Game-ranching",57.20803460392341,43.81186421610024,-8.760527431119307,16.55631983287627,-21.374814937367727,28.8951767078084,1.0909349985151864,49.61139050861677,4.200733661676666
NR I,13.327337415787818,23.018312911662864,1178.633470482787,2029.1721518052693,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",8.292808056233554,11.000135819801528,39.321953393792676,42.12251879720157,-19.92965244301566,30.470916008599367,7.451974141774305,75.7489735504693,6.385254780399198
NR V,28.43669907648686,42.47716985329491,358.28102399891657,343.2388481218453,"Cattle, Game-ranching",57.51606238968713,31.627945236662402,-8.822043032987231,16.39147953557108,-21.231628901458087,28.946907751238523,0.6949914898120071,50.938685796901936,5.233732323134095
NR IV,25.988845112197417,38.669900801757684,486.981622303804,404.99745070051824,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",33.272618576926924,24.858457529826623,8.026297907510774,9.283429369978677,-19.948697713972788,28.698385042025567,2.742660597350251,56.20036488543679,5.04151778048385
NR II,16.369296471384487,24.775750522420694,630.3006222872407,1044.6777360058577,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",12.524307301442697,16.352905419724696,36.372615874851135,31.107710978357446,-18.911486082232702,26.98869679870887,5.190927612716896,78.71025853722384,5.75187490746751
NR III,24.49478889986955,32.5170631890268,579.3773372361753,1015.3514869674982,"Maize, Cotton, Groundnuts, Sunflowers",23.849855445705508,19.469231273781553,19.98806098532159,15.7035939109373,-19.104713003067854,29.523856133051073,5.559064903188526,67.70974538234748,5.778170695298415
NR IV,26.216833562606368,37.67122318982391,323.7087302222905,756.8494828511075,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",43.74822307557026,24.546079336941723,11.475010105035645,24.51017905767533,-20.19354221780227,28.654226048529402,1.9557440126609738,60.71834333373297,4.68904459524841
NR II,10.706455196772751,30.056675726570084,717.8406865372416,904.067102311266,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",20.970320265974898,7.304086435299265,29.287240752851794,31.22738776910047,-18.424137077322108,27.315879984186417,5.495063235771334,77.59947751480725,5.814423631881388
NR V,28.742900679810433,41.77851231467332,406.7041167207899,646.5320206961563,"Cattle, Game-ranching",54.419973505521725,69.92233869278493,25.690224571135097,12.066901388400376,-20.77068359048108,29.073227439117055,0.7823629930613071,52.75135486855178,4.720626567782571
NR I,11.098242374502629,20.417332231710468,1191.334251769012,1914.9276079419426,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",10.60595932692348,-11.394085769302155,50.59775957616205,61.618815075001635,-19.98137351233835,30.725932848370626,8.278943875080287,75.19114277446434,6.800307201584668
NR III,22.299700559722428,39.01516234616313,620.9213210567584,860.6320553732976,"Maize, Cotton, Groundnuts, Sunflowers",27.65251948441174,10.606617574807435,29.32714453762163,43.52156689259961,-19.295154748205952,29.30182648401507,3.483770727249881,66.81093897983123,5.56704728539063
NR IV,24.055717212608474,33.37158258912083,524.4112917251916,878.8937964259435,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",38.92915331997179,46.96237102599453,40.20082890660255,10.827457999879345,-20.246462475755106,28.622066580609385,1.2418369702620227,61.798132643054814,5.226927288921893
NR V,29.858671107879605,39.506611878190455,409.6920408111838,479.0204431940447,"Cattle, Game-ranching",55.01084954157354,38.27648241811114,5.80470064275149,11.16333017619926,-21.220083526921467,28.996118085152474,0.45065550041356106,55.39734480911437,4.578320035137587
NR III,16.426677734370287,30.474924934637563,337.2276512467565,916.5917646523753,"Maize, Cotton, Groundnuts, Sunflowers",41.37792845831743,25.23608846214655,24.213441401915965,7.921565487917718,-18.571672381246298,29.243407536954482,1.8672423166409833,68.20792009460862,5.392314929263587
NR II,15.026685009782577,22.025536159695246,776.1208576084887,1011.8580554453985,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",28.27460791909118,26.65101386502433,22.616237665466116,34.603338397837106,-18.620244460319203,27.080445524495076,5.639129372978636,67.5001278067855,5.797103643703476
NR I,5.942796678785779,20.24739994860375,896.996508340063,2155.548640883887,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",10.42693828942314,22.214706154450006,51.3176038592962,50.49268114609768,-20.230470679246455,30.700410905662828,9.730033127836045,86.67613212911225,6.329354156258198
NR IV,30.39882715726636,35.592970553548646,400.2868398121383,654.4765653190177,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",37.549154159300556,33.848688207378956,24.91038207477713,27.87317148224351,-20.19101761472354,28.629069801640725,0.4486830823300234,65.78855047063705,4.527889964750545
NR III,22.007848485785743,30.8304498275431,384.7281489029884,891.6886829762694,"Maize, Cotton, Groundnuts, Sunflowers",34.024540591901214,41.27049410273917,36.57073495709123,11.347115858380533,-19.108490567234888,29.32634721689225,4.804873549444403,64.7638878533686,5.440580875096312
NR I,14.330896573423171,24.517927638624506,1038.9454244640172,1929.909850553232,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",11.851193589282847,5.895114751597445,37.50102387318138,35.264964613885,-19.903709272297,30.779769653525275,7.451081932574208,73.90289684789737,6.582854488989322
NR V,30.062817775528632,38.513526040126735,199.24236387225156,338.5655697971998,"Cattle, Game-ranching",49.83988554247009,46.5168800745329,14.060021049178243,19.6850630405388,-20.955578574772755,29.15333250114404,2.054141196818575,50.95193655713465,4.666462176406925
NR II,14.76770244347232,26.603536337211292,820.0987851833011,1277.551983865178,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",18.89020733114443,10.635025798647899,45.912965336640525,36.707004268262075,-18.719004032930076,27.30847323016684,7.123510327068283,75.15486612004423,5.900243297380209
NR I,4.36922124058579,25.88085508101251,1056.2445902174425,2126.435531081621,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",4.414895190301634,-1.5389567557780008,51.170576827246514,58.399130826058084,-20.039446256855097,30.505918710834468,6.834432253009419,86.34560021053657,6.541969273841402
NR V,28.906799233108423,39.28210863459807,341.44582617505654,218.8038638562412,"Cattle, Game-ranching",58.67471009053759,36.36367222168846,3.4445811042925456,8.134108310726136,-21.304625942102007,28.72745861648222,0.5107384358677362,56.933630430523934,4.426231969989303
NR IV,25.703236682265242,38.7387947814528,497.595240741301,788.4756797875452,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",49.51203107076637,44.630158669244786,16.187197472608588,24.564892150454725,-19.950627784180696,28.486655072321504,1.0787751285897218,50.36495300030874,5.076425049181797
NR III,19.296800163561937,28.92085925264231,563.3758148813505,903.7705192288033,"Maize, Cotton, Groundnuts, Sunflowers",25.375448412101,9.929565192841247,21.053989496148173,31.827649313368067,-19.044317286757163,29.22404817253859,4.68001635859871,65.63313708550564,5.277774780458341
NR II,14.473398143503012,29.223513566311276,804.1101412819858,1148.1590891500032,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",24.859364736572275,14.281524696439517,21.88729836528771,27.25202715849386,-18.26266468703938,27.372219860964115,5.398562508082469,63.77335192224197,5.20008844634995
NR IV,22.918373535950302,39.29841399246064,517.2561249122828,855.4441791641248,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",35.096880591234076,24.227682098393053,26.240758446890755,25.765468925976364,-20.274004314049836,28.510806513441626,0.8933104703807218,66.46144089196164,4.820748934499358
NR II,22.922152852302354,23.955970384316178,689.6750688365355,756.4396722763763,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",15.915834960556733,37.05232397750114,39.72670124230941,49.18615570197158,-18.8662649706287,27.33366895150324,4.514394258427825,72.19177077615052,6.055092087364421
NR V,36.063677026704084,41.797660810356355,192.8502250541485,993.8398586132087,"Cattle, Game-ranching",47.225407061828555,44.44803073482006,18.039448213976378,3.6391129028980007,-21.144656555931267,28.690512845856798,0.41367372792021573,52.128349095826344,4.165597931192635
NR III,24.476739931469528,37.48094834797495,329.90607396042697,854.6921866086043,"Maize, Cotton, Groundnuts, Sunflowers",27.62469747024967,31.028741291854104,44.78705394394602,26.76838773638374,-18.985959347231542,29.4873265019601,4.8112688643963,66.89264803082175,5.733186404784321
NR I,15.277077703958222,16.27490314662184,1057.9453775151408,2044.3656475835878,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",5.11830494144581,-21.922509415157453,54.97798681161144,47.83289960041504,-19.92435128575023,30.339282379783604,8.234212523149042,84.45486022648423,7.136370640276006
NR IV,24.66551731324582,36.09222906834159,665.7578836135033,673.0665329666599,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",40.18180147961929,28.067925356689422,20.053176344435684,17.387899665035214,-20.10297762349576,28.469694754951718,2.8891263119655215,58.46878691824957,4.808988926520825
NR I,6.755364937376782,22.89300206423534,1040.0138840746708,1662.7222062961646,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",12.549026224950882,14.946447864394731,64.85277417159308,40.96197373082414,-19.92766130610524,30.787116112910752,7.712183169919772,75.46622587729816,6.821991435952736
NR V,28.03468746393649,42.19801876444416,255.69619486213062,64.98057879712695,"Cattle, Game-ranching",45.1262216320109,39.141001716650905,15.282964367905432,35.897944996189295,-20.900450844934337,28.87948484537715,0.4595280316327224,58.386810868574436,5.024960825492496
NR II,17.82290316823333,24.279966686938344,866.1412997208532,962.7757900215545,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",19.417796361293853,8.922721773670558,35.20743437701865,46.39665947888277,-18.46268229198917,27.016418302016266,5.905300212872263,67.55822866184798,6.005740740053438
NR III,16.581611795797052,31.185456651251034,516.9975201835205,768.953593231645,"Maize, Cotton, Groundnuts, Sunflowers",22.619676704296452,28.478555247678393,33.291948504512916,47.383077416902495,-19.274335348460816,29.27103896353554,3.408759824070696,60.84568181578685,5.555587921659651
NR I,9.055510391664287,20.611353921829387,944.7995284121063,2253.2505411574602,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",8.587230444100681,16.781974865750225,56.50850506847897,37.895400484247304,-20.069746042654394,30.687172553843453,7.070645349446338,68.84946425766971,6.297886081938372
NR III,21.841810841372954,26.217343074617197,608.5628282477695,952.2664018448611,"Maize, Cotton, Groundnuts, Sunflowers",32.338481622555264,34.81141908116944,20.28120563375084,32.882872408766204,-19.143198575057973,29.352730577993132,2.803265343682476,66.85276512473932,5.710428124228331
NR V,30.934702272937493,33.596043312802095,249.01679810077124,827.1706773321919,"Cattle, Game-ranching",49.403040051045366,58.423517845733784,2.888988844979946,1.11078481055117,-20.953311498330894,29.140614246836904,1.7372711767482956,51.05516799926557,4.4416158690588174
